순번,제목,내용,사용자_정보,카페명,작성일,링크
19,근로소득 없으면 irp 소용없을까요?,근로소득 없으면 irp는 의미 없을까요? 연저펀 1800 isa 2000 청년도약계좌 이렇게 세개 들까 하는데 연저펀이랑 isa로는 국내상장 해외 etf로 시작해보려고 합니다,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
1주 전",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/281433?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjgxNDMzLCJpc3N1ZWRBdCI6MTc1MDcyODIxNTkxMn0.-qv1muw4Nw9BDEm-mjXwgi0LMAk3LOHMAxrWmxFrSDA
20,퇴직금 IRP 계좌 관리,"현재 만 29살이고, IRP 퇴직금 계좌에 약 5천만 원 정도가 묶여있는 상태입니다. 이 돈은 퇴직할 때 퇴직금으로 IRP에 자동으로 들어간 거고요, 따로 손대지 않고 놔뒀는데 어느새 수익이 조금 나서 현재까지 약 5% 정도 수익 보고 있습니다. 문제는… 몇 년 안에 집을 살 계획이 있어서, 이 돈도 결국 언젠가는 꺼내 써야 할 것 같은데 지금 미리 빼려니까 세금을 엄청 떼네요. (기타소득세 + 세액공제 반환 등등...","미국 주식이 미래다
2025.05.21.",카페명 없음,날짜 없음,https://cafe.naver.com/likeusstock/1241779?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imxpa2V1c3N0b2NrIiwiYXJ0aWNsZUlkIjoxMjQxNzc5LCJpc3N1ZWRBdCI6MTc1MDcyODIxNTkxMn0.DEjmT3mTXEG8n0fVxXwA_yegY_5uKuoZ8nEFtcJcynU
21,여기 회원님들은 Isa와 연금저축보다는 irp를 관심,여기 회원님들은 Isa와 연금저축보다는 irp를 관심을 가질 실 듯 합니다. irp 계좌로도 직접 미국 주식 같은 외국 주식 투자가 가능한지 궁금하며 연령 55세부터 irp 계좌로 연금 혜택 같은 수익을 볼 수도 있다는데 직장인이 아님 개인사업자 분들은 국민연금보다도 irp 를 보다 선호하시는지도 궁금합니다. 가장 궁금한 부분은 55세가 넘어도 계좌를 만들 수 있는지 궁금합니다.,"미국 주식이 미래다
3주 전",카페명 없음,날짜 없음,https://cafe.naver.com/likeusstock/1247525?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imxpa2V1c3N0b2NrIiwiYXJ0aWNsZUlkIjoxMjQ3NTI1LCJpc3N1ZWRBdCI6MTc1MDcyODIxNTkxMn0.kyAVrZNUOiKKhv7awsA1bqL4tfPSvReUQ9snaZy83og
22,미래에셋에서 IRP 투자하시는 분들 질문있습니다!,얼마 전에 추가로 IRP에 300만원을 넣고 종목 매수까지 했는데 IRP는 My자산 현황에 계좌가 나오지 않더라구요. 연금저축계좌는 My자산 현황에 나타나서 수익을 한 눈에 볼 수 있거든요. 왜 IRP는 같은 연금이면서 나오지를 않는 것인지.. 혹시 아시는 분 계실까요?? 미래에셋 고객센터에 문의해보려했는데 도저히 전화 연결이 되지를 않아서.. 혹시 여기에 미래에셋에서 쓰시는 분들이 있으면 여쭤보려고 글을...,"배당 투자자 모임
3주 전",카페명 없음,날짜 없음,https://cafe.naver.com/divclub/27671?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpdmNsdWIiLCJhcnRpY2xlSWQiOjI3NjcxLCJpc3N1ZWRBdCI6MTc1MDcyODIxNTkxMn0.R4CwDV12jifXhoUO20xdavo-1dqZrzALB9NMvtVJCB8
23,"isa ,연금저축,irp에서 국내배당etf 투자시","국내주식이라도 매매차익에 대해서 연금저축이나 irp에선 수익에 대해서 과세한다니 이계좌에서 모으는게 맞는건지 ㅜㅜ ISA 계좌, 연금저축펀드 계좌, IRP 계좌는 모두 세제 혜택이 있는 계좌로, 배당소득이나 매매차익에 대한 과세 방식이 일반 계좌와는 다릅니다. 아래에 계좌별로 정리해드릴게요: --- ✅ 1. ISA 계좌 (개인종합자산관리계좌) ● 배당소득 과세 ISA 계좌 내에서는 한국 배당 ETF의 배당소득도...","배당 투자자 모임
1주 전",카페명 없음,날짜 없음,https://cafe.naver.com/divclub/28428?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpdmNsdWIiLCJhcnRpY2xlSWQiOjI4NDI4LCJpc3N1ZWRBdCI6MTc1MDcyODIxNTkxMn0.NrIPCNx4QgVf8rUAE9uRL2EelrslK9JoqpLyqUrz6TM
24,irp계좌 tdf etf 질문드립니다~,"제가 주식을 안해본 주린이 인데, 이번에 irp계좌로 codex tdf 액티브2050을 달마다 25만원정도 매수하려합니다 그런데 처음 irp계좌를 개설할때 멋 모르고 목돈 900만원정도 넣어논 상황입니다 원래는 주계좌로 자동이체매수를 걸고 싶었는데 irp계좌라 돈을 빼지도 못하는 상황이라서 직접 수동으로 달마다 tdf etf에 넣으려는데, 보통지정가로 주문금액25만원 맞춰서 매수 버튼만 누르면 될까요? 파란라인...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.05.13.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/273546?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjczNTQ2LCJpc3N1ZWRBdCI6MTc1MDcyODIxNTkxMn0.Jt8UiDeOeR6gb4afnsGdCHH9INh9RT9qLj6LEvP_nvY
25,IRP 투자 & 인출에 관한 질문입니다.,"안녕하세요 저도 8/31일에 퇴직예정인데 그동안 IRP에 대해서 나름 유투브도 보고 블로그도 보고했는데도 몇가지 궁금한게 있어서요 큰금액을 운용하려니 원금 손실우려도 걱정되고 그래서 ETF는 장기간 운영하려고 합니다. 저는 전부 퇴직금+ 명퇴금을 바로 IRP에 입금 예정입니다. 예금 또는 채권 90% ETF 10% (S&P 500, 나스닥 100 위주 예정) 기간 : 10년 질문1 채권은 안정형으로 어떤걸 추천하시나요?...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/279666?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6Mjc5NjY2LCJpc3N1ZWRBdCI6MTc1MDcyODIxNTkxMn0.MywVep7i1qon2fyF2cerokAan4bbLaDjK1hoJvbxo3U
26,기타 irp 계좌문의,irp계좌 투자문의 ace tdf 2040 사려는데 어디서 사야하는건가요? 검색해도 나오지 않네요,"거북이투자법-[무료 주식카페,저평가 우량주,가치투자,주식투자]
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/geobuk2/2008751?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imdlb2J1azIiLCJhcnRpY2xlSWQiOjIwMDg3NTEsImlzc3VlZEF0IjoxNzUwNzI4MjE1OTEyfQ.3sqQrKijxmaRT3OSxokhEL9MCUhdqvC6XVE0cgCRa2A
27,연저펀 & IRP & ISA 기계적 적립,연저펀 IRP ISA 절세계좌 3종 적립식 매수 완료 금일 절세계좌 3종에 대해 기계적으로 정해진 급여날에 적립식 매수를 진행했습니다. 금일 코스피가 3년 좀 넘는동안 탈환하지 못했던 3000p 를 넘겼네요! 저도 isa계좌는 본의 아니게 불타기를 진행했습니다. 까페분들 계좌가 더욱더 풍성해지시길 바라고 모두 좋은 하루 되세요!,"한국/미국주식 : 장기투자를 지향하는 대표 주식카페
4일 전",카페명 없음,날짜 없음,https://cafe.naver.com/pointns/520830?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InBvaW50bnMiLCJhcnRpY2xlSWQiOjUyMDgzMCwiaXNzdWVkQXQiOjE3NTA3MjgyMTU5MTJ9.ZiMzoOlwKdQevYM-fkgqeSJ54u-EM3e6AdnYkQEizDE
28,irp관련하여,조그만 구멍가게를 운영하면서 세금 공제된다구 irp를 가입하게 됐어요 거의 7년정도 된것 같아요 irp 계좌 내에서 처음 펀드도 가입해보고 etf도 사서 조금씩 모아가고 있는데 여기서 궁금한건는 펀드중 수익률이 20%인것들이 있는데 환매하고 다른 펀드로 갈아타는게 좋을까요 그냥 계속 유지해가는게 좋을까요? 잘 몰라서 그러는데 펀드도 주식처럼 오래 장기로 끌고가는게 좋은건가요? 아님 적당히 수익나면...,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/279430?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6Mjc5NDMwLCJpc3N1ZWRBdCI6MTc1MDcyODIxNTkxMn0.kLhsMR-mg8T5KtCsU9Knu1K9bCO14puW8YA8VDs0_VY
29,IRP계좌에서 ISA로 투자하기(?) [부제:산넘어 산],"- 몇 달 전 퇴직하여 IRP계좌로 퇴직금을 받았습니다. (IRP계좌 만들때도 금융사가 많아서 선택에 매우 어려웠습니다.) - ISA계좌의 세제 혜택을 듣고, 계좌를 만들다가 엉뚱한 계좌(종합계좌)를 만들어서 어제(5월 29일)까지 계좌개설이 막혀 있었습니다. - 오늘 드디어 ISA계좌를 만들었고, 주식과 ETF등을 사려고 하는데 예수금이 없다고 매수가 안됩니다. **질문입니다** - 에 있는 금액을 가지고 ISA에서 주식...","배당 투자자 모임
3주 전",카페명 없음,날짜 없음,https://cafe.naver.com/divclub/27772?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpdmNsdWIiLCJhcnRpY2xlSWQiOjI3NzcyLCJpc3N1ZWRBdCI6MTc1MDcyODIxNTkxMn0.N-SQWA3p_R_ob6R19BTfVPQ0bCKXDaqYzK1npq9QvMM
30,연금저축 & IRP 질문이요~~,"올해 연말정산을 역대급으로 토해서.. 이제서야 준비하려고 이것저것 알아보고 있는데 다들 어떻게 하시는지 궁금해서요 연금저축은 연 600한도,, irp까지 하면 두개 합쳐서 900이 한도라고 봤는데,, 두개 따로 하지말고 그냥 irp에 900 일시납 해도 될까요? 아니면 600, 300 따로 하는 이유가 있는걸까요?? 는 주거래 은행에 개설하면 되겠죠?","세종맘카페 세종맘들의 행복한 이야기방
대표
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/no1sejong/4081477?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im5vMXNlam9uZyIsImFydGljbGVJZCI6NDA4MTQ3NywiaXNzdWVkQXQiOjE3NTA3MjgyMTU5MTJ9.iNFR6lxKgTIIIFbLXtZxcnD2TQ8Cwja4YKsjTyMEs0s
31,irp로 받은 퇴직금 계좌 마이너스 수익률..,"안녕하세요, 재테크에 '재'도 모르는 초보입니다 ㅜㅜ 반년 전 이직을하며 irp계좌로 퇴직금을 받았었는데요.. 그냥 냅둘 것을... 그 당시 좋아보이는 것들에 넣었더니 마이너스 수익률이 났습니다. 미국 나스닥채권혼합, 미국S&P500 채권, TDF 이런것들인데 한창 환율이 올랐을때 해서 그런지 분산해서 집어넣은 모든게 파란색입니다 ㅜㅜ 뭘 어떻게 해야할지 모르겠습니다. 연말정산 겸 개인자금을 더 넣어야할지.....","월급쟁이 재테크 연구카페(예금,적금,펀드,보험,CMA,주식,경매)
대표
1주 전",카페명 없음,날짜 없음,https://cafe.naver.com/onepieceholicplus/5565286?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im9uZXBpZWNlaG9saWNwbHVzIiwiYXJ0aWNsZUlkIjo1NTY1Mjg2LCJpc3N1ZWRBdCI6MTc1MDcyODIyMTE2OH0.XULIsskUF8oFicE9rLW-nQzQpeHxFhwC8X3CSN2cFgE
32,초보입니다 저축연금하고 irp문의,이제서야 40대에 연금저축이랑 irp를 알아가고있는데요 연금저축하고 irp를 꼭 2개 다 해야되는건가요? 연금저축만 우선 만들엇는데 항상 irp라는게 붙어다녀서 궁금합니다,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.05.08.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/272156?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjcyMTU2LCJpc3N1ZWRBdCI6MTc1MDcyODIyMTE2OH0.gyovQ3RUV78HZVR2BuZ7vrZxnIvwwy54swczqvSy9Vk
33,[쿠키커터] 6월 둘째주 인증/토스/젤리투자/연저펀/irp,토스 국내 주식은 etf 좀 올랐고요. 한샘도 많이 올라서... 원금 만큼 오르면 매도 할라고요. 아마 오를거 같아요. 제 미장은... 오르락내리락 하지만.. 좀 떨어졌네요.. 월욜에 엘지씨엔에스 매도 갑니닷 !!! 젤리투자도 마이너스에서 올라왔네요.. 연저펀은.. 비슷한거 같긴해요 그리고.. 지난달 들었던 은행 창구에 앉아서 직원분의 노련함에.... 어쪄다 보니.. 암튼 그렇슴닷.,"월급쟁이 재테크 연구카페(예금,적금,펀드,보험,CMA,주식,경매)
대표
1주 전",카페명 없음,날짜 없음,https://cafe.naver.com/onepieceholicplus/5562848?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im9uZXBpZWNlaG9saWNwbHVzIiwiYXJ0aWNsZUlkIjo1NTYyODQ4LCJpc3N1ZWRBdCI6MTc1MDcyODIyMTE2OH0.K0xyxo4GdXf71dvDFVhq9IQpYD7Wrpbub2FIxfJ7Q94
34,퇴직직원의 IRP 계좌 해지 수수료에 대한 계정과목 문의드립니다,"안녕하세요 퇴직금이 퇴직하시는 분 IRP 계좌로 송금되면서, 퇴직하시는 분의 IRP 계좌가 해지되면서, 수수료가 1,611원 발생했습니다 이 수수료는 계정과목 어떻게 처리해야 하나요?","【전아모】 전국 아파트/주상복합 관리자 등의 모임
대표
4일 전",카페명 없음,날짜 없음,https://cafe.naver.com/amoapt/1287577?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImFtb2FwdCIsImFydGljbGVJZCI6MTI4NzU3NywiaXNzdWVkQXQiOjE3NTA3MjgyMjExNjh9.JUFYEGxyX0iCxq64LNwwd-Zmbeir9zisLt5wB2XTeoM
35,"해외거주자의 주택청약, IRP, 연금저축펀드, ISA 투자에 대한 조언 요청","ISA, IRP, 연금저축펀드, 일반주식(국내, 해외), 주택드림청약, 퇴직연금 DC형으로 재테크를 하고 있습니다. 청약통장은 최근에 일반 주택청약 통장을 청년드림주택청약으로 바꿨고 지금까지 114회까지 납입을 했으며, 매 달 25만원씩 납입하고 있습니다. (현재 833만원 들어가 있습니다) 이런 상황인데 청약 통장과 ISA, 연금저축펀드, 에 대해서 제가 어떻게 투자를 해야하는지 여러분들의 고견을 듣고 싶어서...","배당 투자자 모임
2025.05.17.",카페명 없음,날짜 없음,https://cafe.naver.com/divclub/27182?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpdmNsdWIiLCJhcnRpY2xlSWQiOjI3MTgyLCJpc3N1ZWRBdCI6MTc1MDcyODIyMTE2OH0.cXPbcZVBoR6nXAT0DQ9Y0SgvouFcF_MtyHfigIrzD_4
36,종소세 결정세액과 irp,연말 정산때 irp 세액공제를 안했음. 국민연금과 근로소득이라고 종소세 신고해라함. 궁금증 대충 계산하니 결정세액이 20여만원. irp는 2군데 증권사에 나누어 입금. 지난해는 한투에서 irp 세액공제받음 1.올 해도 한투에서 받는 게 맞는 것 같은데 종소세 신고 들어가면 금액만 나옴.(하는 방법요) 2.결정세액이 적어 굳이 900만원 전부 공제받지 않아도 될 것 같은데 그냥 900해야하는지요? 3.세무서에서...,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.05.16.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/274249?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6Mjc0MjQ5LCJpc3N1ZWRBdCI6MTc1MDcyODIyMTE2OH0.ZrRbQnkRBPKrONPQI_U_-xEx6pfUGmRvJ7wx56-Dwf0
37,연금저축과 IRP차이점,"이것 저것 공부해보고 삼성증권에서 두개(연금저축, IRP)가입했습니다. 투자 상품에 어떤차이가 있는지 궁금합니다. 연금저축은 삼성증권에 모든 ETF, 펀드 가능한것 같고.. IRP는 IRP용 투자상품이 따로 있는거 맞나요?","월급쟁이 재테크 연구카페(예금,적금,펀드,보험,CMA,주식,경매)
대표
2025.05.10.",카페명 없음,날짜 없음,https://cafe.naver.com/onepieceholicplus/5502891?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im9uZXBpZWNlaG9saWNwbHVzIiwiYXJ0aWNsZUlkIjo1NTAyODkxLCJpc3N1ZWRBdCI6MTc1MDcyODIyMTE2OH0.ggJBj9Q9OmIkqZK0_K8C2G-f0t7pBeFtGsQaz3W4II4
38,국민은행 irp 계좌개설 퇴직연금 수령 방법 입니다,국민은행 irp 계좌개설 퇴직연금 수령 방법을 공유해드리겠습니다. 이 자료를 끝까지 읽으면 국민은행 irp 계좌개설 퇴직연금 수령 방법을 알게 될 것입니다. 국민은행 irp 계좌개설 퇴직연금 수령 방법의 지식이 필요하신 분들은 전체 다 읽어주세요. 아래에서 공유해드리겠습니다. ▲ 클릭 ▲ 국민은행 계좌개설 퇴직연금 수령 방법을 알려드렸습니다. 읽어주셔서 감사합니다. 추가적으로...,"스펙업｜취업,대학생,인턴,대기업,GSAT,대외활동,공모전,스펙
대표
2025.05.24.",카페명 없음,날짜 없음,https://cafe.naver.com/specup/7620173?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InNwZWN1cCIsImFydGljbGVJZCI6NzYyMDE3MywiaXNzdWVkQXQiOjE3NTA3MjgyMjExNjh9.vntNbtWhGawrNiRWwdW-2M6v-_-MaiQ7AsyegwLTjgY
39,"포트폴리오 문의 (IRP, ISA, 연금저축, 일반계좌)","국내주식 : 삼성전자 우선주 (추후 수익권 오면 모두 매도하고, SCHD 매수) 해외주식 : SCHD, TQQQ ISA : 고배당PLUS, TIGER 코리아배당다우존스, 맥쿼리인프라 개인연금 IRP : 고배당PLUS, TIGER 코리아배당다우존스, 안전자산 : 1Q 미국S&P500미국채혼합50액티브 퇴직연금 : 고배당PLUS, TIGER 코리아배당다우존스, 안전자산 : 1Q 미국S&P500미국채혼합50액티브 연금저축펀드 : KODEX S&P500, KODEX...","배당 투자자 모임
1주 전",카페명 없음,날짜 없음,https://cafe.naver.com/divclub/28423?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpdmNsdWIiLCJhcnRpY2xlSWQiOjI4NDIzLCJpc3N1ZWRBdCI6MTc1MDcyODIyMTE2OH0.Q5hMCcAEBYyK-dRkmA2k9eIQxPJ9VIZfHx6FIr6rrxc
40,금일 현재 시점 나의 퇴직연금 IRP는 어디에 와있을까?,작년 3월 말 퇴직이후 제대로 관리하기 시작한 퇴직연금 IRP 계좌입니다. 관리 시작 후 444일 이라는 상징적인 숫자에 공유해 봅니다. 그전에는 대충 리츠나 인도펀드등을 통해 약간의 재미를 보았으나 관심을 크게 안뒀는데 본의아닌 강제은퇴로 제대로 관리(안정성+수익률향상 목표) 하기 시작했습니다. 대충 일년에 10% 이상 수익만 내도 연속적이면 아주 훌륭한 것이다라고라고 판단하는데 아직까진 감사하게도...,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
5일 전",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/283638?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjgzNjM4LCJpc3N1ZWRBdCI6MTc1MDcyODIyMTE2OH0.llsngdduNHB110sanD37g-FCVSH6ZxIqUsVgetvo8ns
41,isa계좌 irp계좌 질문있어요,제목(한번더 입력) → 2개다 계설해서 세제 해택 볼수있죠?? 내용 →연금저축은 최대600들어가고 유투브보니까 irp는 300까지 해서 세제혜택보고 추가로 isa계좌로 만들어 돌려도 모두 세제 혜택 볼 수 있나요???? 결론은 3가지 연금저축 lrp isa계좌만들어서 최대한 돌릴수 있을만큼 돌리면 세제혜택 받을수 있는지 궁금합니다,"평생주식카페 (SBS 쩐의전쟁 출연 재야고수의 주식정보1위카페 )
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/ustock/4801414?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InVzdG9jayIsImFydGljbGVJZCI6NDgwMTQxNCwiaXNzdWVkQXQiOjE3NTA3MjgyMjExNjh9.ix9JJj-nKw7ZzCKMyxeDcbVN1fd1TPC_Pvvgz9_yBcY
42,IRP 안전자산의 고민,IRP 4년 운영하면서 매번 안전자산 30% 설정해야 되는게 너무 귀찮네요.. 그 대안으로 단기 중기 장기 채권도 사보고 채권혼합. TDF 종류도 사 봤지만 안전하지도 않고 원금 복구도 느리고 해서. 예금만 하고 있는데 만기 다가오니 그놈의 디폴드 옵션 종목 설정하라고 계속 카톡오네요.. (누굴위한 상품인지 모르겠지만 펀드도 수수료 높고 귀찮아도 네가 직접 운영하는 것이 속은 편하죠..) 안전자산 종목도...,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.04.27.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/269231?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjY5MjMxLCJpc3N1ZWRBdCI6MTc1MDcyODIyMTE2OH0.deBUBbWh081RoUW1Ao6LPZjJXifOKLHTEDqs26dtMDE
43,IRP 계좌 총금액,연말정산 혜택 받으려고 가입한 IRP 평가금액이 다른데 차이가 뭔지 아시는분 좀 알려주세요,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
1주 전",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/281493?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjgxNDkzLCJpc3N1ZWRBdCI6MTc1MDcyODIyMTE2OX0.MK2HlF501okVZNPy2c_61FRPrKbLHeyCDgH2pvg5FV0
